ano;nescolnome;ebairrnome;cescolrpae;anoensino;nturesnome;mat;alunosexo;situ;esitaldesc
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15755274;M;TA;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14286068;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5035864;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12059293;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13165470;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16124219;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12839019;F;TA;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8015929;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036267;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5371694;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036437;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5035910;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16732375;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6091989;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10165436;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14208725;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14286483;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8322244;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16676157;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15034836;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14185024;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15767620;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6284191;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15714950;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;7345763;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14180944;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13165496;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5040647;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15749690;F;TA;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6135056;M;MO;REMANEJADO
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6085865;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5371686;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;11682434;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13162870;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8016801;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12070734;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15055094;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14185059;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10366547;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;17802806;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16732383;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;9082565;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036232;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12064211;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14180901;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5034434;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10165762;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15631559;M;MO;REMANEJADO
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;3086020;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5127793;F;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;3398188;M;RN;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14208954;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9201289;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16028279;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10073280;M;TR;TR DUR ANO FORA REDE
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7044402;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6136133;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5364485;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11561238;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13264591;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5137497;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16118413;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;17708702;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;2064502;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6247008;M;MO;REMANEJADO
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9035150;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8294275;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6284825;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9227415;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8057630;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8215146;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9196803;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9156810;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;17793432;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16801334;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9198156;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8018782;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16771052;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9099603;M;TR;TR DUR ANO FORA REDE
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10073310;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12024058;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5063663;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16115465;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11561335;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13233181;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10278656;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;3421651;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8294208;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6130682;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10099972;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8301689;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;3288773;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7294441;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11751746;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;4177720;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15728013;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6188265;M;AP;APROVADO
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6056148;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16042697;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8313342;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7307993;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;15101096;F;TR;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17725089;F;TR;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10118845;F;D;DESIST/DEIXOU FREQUE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6059406;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16038371;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;15044440;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18685072;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10087885;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16638921;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10023011;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11730200;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;14043602;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7327030;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;12904147;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17670225;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16088735;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11511800;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10122265;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16639073;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17723191;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10119205;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17732565;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9120254;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6070035;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11562056;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;19614799;F;TR;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11440546;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10002600;M;TR;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18741819;F;D;DESIST/DEIXOU FREQUE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8279985;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9176608;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;14200821;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8131740;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8150559;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10032894;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16060440;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;5002494;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16080599;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8154945;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11660619;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17747813;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9031707;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10110038;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9208577;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8111219;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6288820;F;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8115753;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18660355;M;RN;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7016638;F;TR;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18736050;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;16131487;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18797253;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17022835;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473681;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473630;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10136770;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011849;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;13130242;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011490;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8012903;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9188479;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10036660;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19889194;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17057493;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;12884693;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;6116060;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7015585;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19912714;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9088431;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;15682676;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17616891;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473282;M;RN;RENV S/SIT FINAL DEF
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7198582;F;TR;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;14306999;F;TR;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8135630;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10099077;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011580;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9090126;F;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;15055710;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11467738;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8329737;M;AP;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9185992;F;AP;APROVADO
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;16649486;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404043;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11796510;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404698;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15737462;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11406933;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404620;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11531061;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;17652707;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9309349;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404329;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7019483;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7018711;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;12880922;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9278486;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15730123;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15706311;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;17652545;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;12888079;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7037180;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7353065;F;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;19940718;M;RN;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9098607;M;RN;RENV S/SIT FINAL DEF
